行业类型,数据时间,有功功率最大值（kw）,有功功率最小值（kw）
普通工业,2020/10/29,6882.5172,2809.2192
普通工业,2020/10/30,6457.9593,2717.9532
普通工业,2020/10/31,4717.5861,2480.6181
普通工业,2020/11/1,4371.3444,2534.2773
普通工业,2020/11/2,7260.7932,2617.5309
普通工业,2020/11/3,6251.79,2575.5033
普通工业,2020/11/4,6544.7499,2636.3379
普通工业,2020/11/5,6531.7419,2500.7076
普通工业,2020/11/6,6616.3299,2560.7286
普通工业,2020/11/7,4473.9891,2555.1516
普通工业,2020/11/8,4419.8505,2469.9666
普通工业,2020/11/9,6276.1893,2455.8567
普通工业,2020/11/10,6334.7385,2466.9549
普通工业,2020/11/11,5985.4227,2399.0838
普通工业,2020/11/12,5852.031,2447.4825
普通工业,2020/11/13,5827.8876,2440.1592
普通工业,2020/11/14,4131.2628,2393.8515
普通工业,2020/11/15,3708.0036,2296.5951
普通工业,2020/11/16,6253.4754,2261.1411
普通工业,2020/11/17,6531.8559,2493.414
普通工业,2020/11/18,7060.0317,2557.1013
普通工业,2020/11/19,7488.7389,2807.7891
普通工业,2020/11/20,7596.2616,34.008
普通工业,2020/11/21,5335.9995,1720.2582
普通工业,2020/11/22,4666.5756,2532.4233
普通工业,2020/11/23,6114.5166,2420.0292
普通工业,2020/11/24,5967.2403,2331.087
普通工业,2020/11/25,6143.8161,2421.354
普通工业,2020/11/26,6313.4922,2470.2858
普通工业,2020/11/27,5771.8707,2308.074
普通工业,2020/11/28,3984.7101,2235.408
普通工业,2020/11/29,3471.2412,2018.5818
普通工业,2020/11/30,5713.0725,2146.2786
普通工业,2020/12/1,5769.2364,2201.0937
普通工业,2020/12/2,5884.3497,2249.6568
普通工业,2020/12/3,5702.4363,2259.9018
普通工业,2020/12/4,6048.6051,2294.9871
普通工业,2020/12/5,3941.2617,2177.7153
普通工业,2020/12/6,3691.7001,2114.9475
普通工业,2020/12/7,5726.0922,2050.4607
普通工业,2020/12/8,5973.42,2159.8359
普通工业,2020/12/9,6139.4178,2148.0777
普通工业,2020/12/10,5809.0164,2186.9145
普通工业,2020/12/11,5600.4954,2106.1197
普通工业,2020/12/12,3649.3623,2078.604
普通工业,2020/12/13,3483.9357,2103.7152
普通工业,2020/12/14,6007.1628,2015.0166
普通工业,2020/12/15,6539.3859,2295.6009
普通工业,2020/12/16,7254.168,2373.4416
普通工业,2020/12/17,7269.4188,2302.1625
普通工业,2020/12/18,7222.3728,2457.7614
普通工业,2020/12/19,4222.2873,2247.2331
普通工业,2020/12/20,3879.2196,2275.8627
普通工业,2020/12/21,6928.1397,2341.5951
普通工业,2020/12/22,6481.9194,2361.8772
普通工业,2020/12/23,6163.1967,2317.0923
普通工业,2020/12/24,5730.2451,2170.1493
普通工业,2020/12/25,5984.0118,2228.8791
普通工业,2020/12/26,4066.4472,2149.6596
普通工业,2020/12/27,3536.7057,2094.3696
普通工业,2020/12/28,5352.9993,2012.157
普通工业,2020/12/29,5533.7307,2244.8418
普通工业,2020/12/30,5801.313,2209.7901
普通工业,2020/12/31,6536.6316,924.3102
普通工业,2021/1/1,3436.29,2400.0333
普通工业,2021/1/2,3662.6709,2219.6556
普通工业,2021/1/3,3879.681,2250.7923
普通工业,2021/1/4,5913.6075,2148.9618
普通工业,2021/1/5,5745.5322,2142.2913
普通工业,2021/1/6,5860.8228,2094.69
普通工业,2021/1/7,6082.7592,2177.5668
普通工业,2021/1/8,7460.0724,2417.646
普通工业,2021/1/9,4508.2074,2387.2758
普通工业,2021/1/10,4107.5724,2349.7026
普通工业,2021/1/11,7802.0478,1845.8424
普通工业,2021/1/12,7537.1952,2642.808
普通工业,2021/1/13,7307.1804,2571.8016
普通工业,2021/1/14,6621.2436,2391.0354
普通工业,2021/1/15,6118.1142,2338.7676
普通工业,2021/1/16,3523.4994,2066.118
普通工业,2021/1/17,3553.8714,1944.885
普通工业,2021/1/18,5962.8714,2072.8566
普通工业,2021/1/19,5539.0524,2112.84
普通工业,2021/1/20,5479.8156,2067.0378
普通工业,2021/1/21,5095.7706,2048.6292
普通工业,2021/1/22,5153.9388,2041.62
普通工业,2021/1/23,3031.254,1934.9124
普通工业,2021/1/24,3026.748,1904.5422
普通工业,2021/1/25,4202.8932,1804.0374
普通工业,2021/1/27,4219.2222,1938.0948
普通工业,2021/1/28,4356.4356,1938.579
普通工业,2021/1/29,4301.4114,1958.6124
普通工业,2021/1/30,2771.7474,1482.1596
普通工业,2021/1/31,2627.5086,1001.9514
普通工业,2021/2/1,3731.8098,1185.552
普通工业,2021/2/2,3704.574,1876.4676
普通工业,2021/2/3,3487.8264,1825.428
普通工业,2021/2/4,3536.0052,1809.645
普通工业,2021/2/5,3483.5316,1865.1918
普通工业,2021/2/6,2502.6474,1750.5228
普通工业,2021/2/7,3250.0632,1787.598
普通工业,2021/2/8,3125.994,1764.444
普通工业,2021/2/9,3207.0264,1693.2198
普通工业,2021/2/10,3063.6228,1721.0088
普通工业,2021/2/11,2075.2824,1351.494
普通工业,2021/2/12,2062.4298,1257.6618
普通工业,2021/2/13,2089.4286,1259.469
普通工业,2021/2/14,2070.3846,1326.09
普通工业,2021/2/15,2164.1874,1280.4432
普通工业,2021/2/16,2184.927,1426.8504
普通工业,2021/2/17,2431.8798,1382.7822
普通工业,2021/2/18,3144.2706,1697.3178
普通工业,2021/2/19,3188.598,1790.4042
普通工业,2021/2/20,3284.9046,1818.4608
普通工业,2021/2/21,2872.4388,1732.977
普通工业,2021/2/22,4135.1562,1753.4706
普通工业,2021/2/23,4552.7136,1785.0198
普通工业,2021/2/24,4779.8718,1991.7018
普通工业,2021/2/25,5184.8322,1886.9586
普通工业,2021/2/26,4960.8258,1997.6724
普通工业,2021/2/27,3164.2176,1955.385
普通工业,2021/2/28,3259.5486,1873.521
普通工业,2021/3/1,5197.6902,1871.499
普通工业,2021/3/2,5286.9768,2010.393
普通工业,2021/3/3,5356.4022,2022.9318
普通工业,2021/3/4,5607.9762,2120.832
普通工业,2021/3/5,5580.2268,2153.8776
普通工业,2021/3/6,3814.7664,2080.9038
普通工业,2021/3/7,3595.9152,2110.4466
普通工业,2021/3/8,5398.1208,2142.135
普通工业,2021/3/9,5544.1176,2128.1406
普通工业,2021/3/10,5419.0332,2101.0602
普通工业,2021/3/11,5294.3946,2097.1872
普通工业,2021/3/12,5461.3242,2105.6022
普通工业,2021/3/13,3671.1834,2121.9144
普通工业,2021/3/14,3552.4998,2112.7452
普通工业,2021/3/15,5458.8882,2083.0092
普通工业,2021/3/16,5717.5506,2213.0064
普通工业,2021/3/17,5886.6762,2334.1134
普通工业,2021/3/18,6170.0874,2440.9374
普通工业,2021/3/19,6326.9154,2428.2066
普通工业,2021/3/20,4390.335,2457.5034
普通工业,2021/3/21,3592.0782,2222.4876
普通工业,2021/3/22,5425.344,2089.7964
普通工业,2021/3/23,5557.2924,2295.4464
普通工业,2021/3/24,5627.2176,2244.477
普通工业,2021/3/25,5490.9828,2133.7512
普通工业,2021/3/26,5473.8648,2221.7184
普通工业,2021/3/27,3974.568,2137.9806
普通工业,2021/3/28,4144.6872,2225.8314
普通工业,2021/3/29,6757.6482,2492.613
普通工业,2021/3/30,7608.7986,2624.2482
普通工业,2021/3/31,7312.2738,2814.3012
普通工业,2021/4/1,7616.9124,2732.7798
普通工业,2021/4/2,7705.0266,2723.7714
普通工业,2021/4/3,4168.0218,2481.186
普通工业,2021/4/4,3090.2088,2283.5142
普通工业,2021/4/5,3454.5834,2024.9622
普通工业,2021/4/6,6024.2208,2155.7826
普通工业,2021/4/7,6178.8378,2406.3126
普通工业,2021/4/8,6118.8924,2400.8622
普通工业,2021/4/9,5747.598,2152.035
普通工业,2021/4/10,3729.4068,2039.9916
普通工业,2021/4/11,3783.735,2118.2526
普通工业,2021/4/12,6529.0026,2237.1516
普通工业,2021/4/13,7069.077,2521.6098
普通工业,2021/4/14,7421.5434,2750.9454
普通工业,2021/4/15,6943.5594,2844.2052
普通工业,2021/4/16,6720.309,2517.4344
普通工业,2021/4/17,4063.908,2297.3952
普通工业,2021/4/18,3873.5592,313.5768
普通工业,2021/4/19,5908.9122,2169.5544
普通工业,2021/4/20,5934.1182,2295.1926
普通工业,2021/4/21,6327.6006,2446.2156
普通工业,2021/4/22,6942.9246,2572.3908
普通工业,2021/4/23,8139.936,2886.8256
普通工业,2021/4/24,5201.8404,2908.9584
普通工业,2021/4/25,8153.4288,3033.8748
普通工业,2021/4/26,4100.1372,190.338
普通工业,2021/4/27,6086.6418,30.816
普通工业,2021/4/28,6008.0826,582.84
普通工业,2021/4/29,5460.3222,783.0552
普通工业,2021/4/30,5590.4778,818.8536
普通工业,2021/5/1,3747.906,366.2784
普通工业,2021/5/2,4108.581,835.353
普通工业,2021/5/3,3701.5236,691.413
普通工业,2021/5/4,4382.1156,2331.4758
普通工业,2021/5/5,4855.1232,2361.816
普通工业,2021/5/6,7912.257,2908.8348
普通工业,2021/5/7,8934.879,3105.7866
普通工业,2021/5/8,9396.8592,3434.712
普通工业,2021/5/9,5698.4442,3229.7112
普通工业,2021/5/10,10196.6808,3779.613
普通工业,2021/5/11,10809.1194,3215.9346
普通工业,2021/5/12,11175.8604,4346.727
普通工业,2021/5/13,11332.95,2787.2724
普通工业,2021/5/14,12075.4146,4276.4202
普通工业,2021/5/15,7609.1538,3720.1152
普通工业,2021/5/16,7169.0502,3081.9342
普通工业,2021/5/17,12660.21,4430.1054
普通工业,2021/5/18,11623.7082,4607.898
普通工业,2021/5/19,11805.714,3132.7812
普通工业,2021/5/20,11591.7516,1859.184
普通工业,2021/5/21,11946.8616,4370.61
普通工业,2021/5/22,6990.8766,3955.8726
普通工业,2021/5/23,7129.824,3584.1468
普通工业,2021/5/24,11860.719,2282.961
普通工业,2021/5/25,11256.5652,4434.0744
普通工业,2021/5/26,10976.25,4209.1272
普通工业,2021/5/27,11335.1172,2371.5198
普通工业,2021/5/28,11533.0524,2819.664
普通工业,2021/5/29,7747.1094,2519.3508
普通工业,2021/5/30,7409.9616,3977.661
普通工业,2021/5/31,11005.353,3945.9246
普通工业,2021/6/1,9729.1236,3520.8816
普通工业,2021/6/2,9326.973,3151.4172
普通工业,2021/6/3,10947.9462,2959.0812
普通工业,2021/6/4,9708.9966,3383.8422
普通工业,2021/6/5,5619.9492,2841.0336
普通工业,2021/6/6,5558.2398,2980.2108
普通工业,2021/6/7,10044.873,3632.7528
普通工业,2021/6/8,10288.6014,4047.6012
普通工业,2021/6/9,10644.8982,4213.101
普通工业,2021/6/10,10581.8172,4093.8402
普通工业,2021/6/11,10462.3956,2053.6404
普通工业,2021/6/12,5803.725,2735.1744
普通工业,2021/6/13,5572.9056,2884.3368
普通工业,2021/6/14,5300.3424,3166.5564
普通工业,2021/6/15,10710.2982,3701.6442
普通工业,2021/6/16,11273.4804,4041.5328
普通工业,2021/6/17,11244.522,4259.541
普通工业,2021/6/18,11667.4236,4162.4592
普通工业,2021/6/19,7590.627,3016.2156
普通工业,2021/6/20,6774.8634,2615.166
普通工业,2021/6/21,11704.3074,4344.792
普通工业,2021/6/22,9871.7322,3953.0898
普通工业,2021/6/23,10201.1442,3533.0088
普通工业,2021/6/24,9492.3576,3216.8424
普通工业,2021/6/25,10253.6238,2299.3794
普通工业,2021/6/26,6285.7626,3089.199
普通工业,2021/6/27,6422.0154,2585.9268
普通工业,2021/6/28,11633.283,3943.0728
普通工业,2021/6/29,10836.5322,4228.0794
普通工业,2021/6/30,11490.5352,4309.7544
普通工业,2021/7/1,11209.7382,4150.6608
普通工业,2021/7/2,11703.1548,4282.2504
普通工业,2021/7/3,6074.0304,3201.4134
普通工业,2021/7/4,6141.4194,2738.5206
普通工业,2021/7/5,11092.8186,4050.0618
普通工业,2021/7/6,11166.7932,4273.3764
普通工业,2021/7/7,10922.1732,4080.213
普通工业,2021/7/8,10895.7732,3906.63
普通工业,2021/7/9,10499.9094,3090.2652
普通工业,2021/7/10,6388.9302,3224.703
普通工业,2021/7/11,6094.518,3288.942
普通工业,2021/7/12,10711.3038,3537.0558
普通工业,2021/7/13,10260.3066,3536.9076
普通工业,2021/7/14,10075.0452,3712.3236
普通工业,2021/7/15,9631.047,3609.987
普通工业,2021/7/16,9189.405,2424.3024
普通工业,2021/7/17,5590.1178,2638.8144
普通工业,2021/7/18,5486.2368,2950.5978
普通工业,2021/7/19,8610.8988,3041.3076
普通工业,2021/7/20,8262.9582,3042.4044
普通工业,2021/7/21,8659.017,2932.3992
普通工业,2021/7/22,8857.2816,2914.5282
普通工业,2021/7/23,9053.724,1808.0262
普通工业,2021/7/24,6484.3338,3116.1894
普通工业,2021/7/25,6325.5258,3170.424
普通工业,2021/7/26,9210.5952,3161.5128
普通工业,2021/7/27,9424.9914,3382.0668
普通工业,2021/7/28,9276.7578,3195.069
普通工业,2021/7/29,9234.5556,3136.65
普通工业,2021/7/30,8765.238,3148.1988
普通工业,2021/7/31,5805.3126,1773.3816
普通工业,2021/8/1,5893.4772,2958.2436
普通工业,2021/8/2,8685.6828,3147.1008
普通工业,2021/8/3,8984.5554,3295.4676
普通工业,2021/8/4,8625.8766,3259.125
普通工业,2021/8/5,8150.199,3123.816
普通工业,2021/8/6,8308.1052,3113.1456
普通工业,2021/8/7,5543.205,2805.6348
普通工业,2021/8/8,5617.0092,2545.6386
普通工业,2021/8/9,8925.3228,20.712
普通工业,2021/8/10,7893.4668,3007.1544
普通工业,2021/8/11,7762.2576,3009.4818
普通工业,2021/8/12,8650.2822,3057.4902
普通工业,2021/8/13,8724.1878,1877.9526
普通工业,2021/8/14,5317.1646,2423.325
普通工业,2021/8/15,4928.8422,2968.854
普通工业,2021/8/16,8863.677,3037.7532
普通工业,2021/8/17,9010.0578,3189.7338
普通工业,2021/8/18,9245.5038,3332.4648
普通工业,2021/8/19,8562.4614,3033.3324
普通工业,2021/8/20,8503.5732,1835.7948
普通工业,2021/8/21,5820.4116,2791.2456
普通工业,2021/8/22,5809.5474,3166.1892
普通工业,2021/8/23,9494.697,3233.0586
普通工业,2021/8/24,9605.7618,3357.2064
普通工业,2021/8/25,10431.0072,3300.834
普通工业,2021/8/26,10325.4246,3617.9628
普通工业,2021/8/27,10332.7482,2867.6274
普通工业,2021/8/28,6337.3656,3288.4884
普通工业,2021/8/29,6509.8032,3192.6312
普通工业,2021/8/30,10606.9374,3287.0472
普通工业,2021/8/31,10329.5676,3732.4056
商业,2019/1/1,64027.8582,23758.797
商业,2019/1/2,75467.2143,20231.6265
商业,2019/1/3,132776.9442,20443.6182
商业,2019/1/4,97731.1308,19858.1592
商业,2019/1/5,132883.1868,19766.6994
商业,2019/1/6,95361.0591,20706.7386
商业,2019/1/7,138700.0587,19647.5301
商业,2019/1/8,138097.8141,19536.6081
商业,2019/1/9,123301.8492,19472.298
商业,2019/1/10,144992.7153,19104.5562
商业,2019/1/11,143797.0083,19187.9259
商业,2019/1/12,102870.5328,17073.3141
商业,2019/1/13,124603.7418,14190.024
商业,2019/1/14,122467.491,13924.0773
商业,2019/1/15,93672.2991,14393.0619
商业,2019/1/16,115901.9559,14880.5883
商业,2019/1/17,126382.4988,14937.7992
商业,2019/1/18,125451.8388,14602.7823
商业,2019/1/19,91395.5676,13913.1204
商业,2019/1/20,122805.3135,13305.2451
商业,2019/1/21,92495.6631,13330.5747
商业,2019/1/22,118275.7545,14054.0787
商业,2019/1/23,123532.5069,13645.9623
商业,2019/1/24,96052.8045,14155.8366
商业,2019/1/25,112161.0006,13760.4123
商业,2019/1/26,112360.5885,13245.4515
商业,2019/1/27,116011.3176,13232.0529
商业,2019/1/28,120321.5604,13036.6083
商业,2019/1/29,118284.3672,12234.2742
商业,2019/1/30,120255.0675,12421.5195
商业,2019/1/31,119564.7978,12525.663
商业,2019/2/1,114164.0418,11688.1047
商业,2019/2/2,113758.9314,11479.8264
商业,2019/2/3,110416.6215,11270.5461
商业,2019/2/4,105850.8618,11192.8401
商业,2019/2/5,111112.5558,11620.7343
商业,2019/2/6,108947.595,11612.8812
商业,2019/2/7,89833.0671,12207.2238
商业,2019/2/8,116272.3434,12108.5253
商业,2019/2/9,109766.3754,12547.9176
商业,2019/2/10,108444.777,11775.7344
商业,2019/2/11,95932.9326,11403.4233
商业,2019/2/12,116076.3576,12344.4519
商业,2019/2/13,120128.9499,12264.4032
商业,2019/2/14,118150.0146,13144.5345
商业,2019/2/15,121106.1903,13294.7646
商业,2019/2/16,97871.208,107.754
商业,2019/2/17,118815.0366,13381.4526
商业,2019/2/18,121201.2399,12731.1381
商业,2019/2/19,126526.8057,13241.5239
商业,2019/2/20,129933.2478,12844.9746
商业,2019/2/21,128364.4203,14009.2512
商业,2019/2/22,129221.0187,13333.8735
商业,2019/2/23,101650.9305,13130.3781
商业,2019/2/24,123436.9416,13697.5599
商业,2019/2/25,127607.7036,14173.3458
商业,2019/2/26,123981.3813,14432.2695
商业,2019/2/27,122002.7505,14052.2463
商业,2019/2/28,131648.6976,13640.556
商业,2019/3/1,129966.5508,13870.4862
商业,2019/3/2,124583.5788,14074.3806
商业,2019/3/3,123157.1922,14291.8545
商业,2019/3/4,126389.0946,13695.3024
商业,2019/3/5,129378.867,14752.5933
商业,2019/3/6,127888.5435,14168.0187
商业,2019/3/7,126580.6263,14260.5111
商业,2019/3/8,128279.6673,14724.6903
商业,2019/3/9,125126.4777,14679.3954
商业,2019/3/10,101836.4091,14720.6247
商业,2019/3/11,126885.2622,14088.1602
商业,2019/3/12,131599.578,13925.9013
商业,2019/3/13,131787.846,14090.0502
商业,2019/3/14,97983.2742,14503.8879
商业,2019/3/15,127636.2684,14199.5718
商业,2019/3/16,131272.6194,14225.6604
商业,2019/3/17,128162.8707,14851.9662
商业,2019/3/18,128349.0597,14415.9063
商业,2019/3/19,131634.0174,14762.7579
商业,2019/3/20,100264.6233,15181.2531
商业,2019/3/21,99061.0806,15801.108
商业,2019/3/22,139229.0709,16616.8476
商业,2019/3/23,126939.3993,247.872
商业,2019/3/24,126375.7716,494.886
商业,2019/3/25,126133.6647,14053.7067
商业,2019/3/26,134624.6568,13644.8757
商业,2019/3/27,132445.5462,14459.4603
商业,2019/3/28,131928.4209,14847.3093
商业,2019/3/29,64131.6918,15898.8408
商业,2019/3/30,59707.254,14898.8928
商业,2019/3/31,101863.9977,15922.5858
商业,2019/4/1,135463.2822,15099.0639
商业,2019/4/2,137099.8377,14275.3035
商业,2019/4/3,133849.92,14716.9167
商业,2019/4/4,130942.6995,15355.9731
商业,2019/4/5,128899.5129,13923.6879
商业,2019/4/6,136927.3401,14279.6475
商业,2019/4/7,140535.7224,15906.9081
商业,2019/4/8,153626.4411,16253.2269
商业,2019/4/9,104300.0571,17310.3255
商业,2019/4/10,152142.7788,18353.2815
商业,2019/4/11,145794.7185,18522.9825
商业,2019/4/12,135032.1489,16450.4154
商业,2019/4/13,136139.9145,14760.5235
商业,2019/4/14,133598.6811,16299.6663
商业,2019/4/15,136749.5313,15082.0413
商业,2019/4/16,137722.0215,15021.4506
商业,2019/4/17,138590.8794,15320.7216
商业,2019/4/18,128075.7282,16914.9987
商业,2019/4/19,68362.9731,17162.4108
商业,2019/4/20,107406.405,16080.4644
商业,2019/4/21,148650.15,16738.3458
商业,2019/4/22,150376.6302,16404.9525
商业,2019/4/23,164741.5608,17320.332
商业,2019/4/24,167568.0681,18908.637
商业,2019/4/25,169596.2442,19147.0884
商业,2019/4/26,168113.8419,21073.5612
商业,2019/4/27,104733.3333,18258.1371
商业,2019/4/28,150038.6925,17081.2317
商业,2019/4/29,158208.249,17902.5603
商业,2019/4/30,149321.1495,18274.6503
商业,2019/5/1,141691.5687,15677.1966
商业,2019/5/2,133687.0182,16218.1377
商业,2019/5/3,138470.5119,15561.8223
商业,2019/5/4,56793.0054,15597.2751
商业,2019/5/5,140385.7881,14539.3866
商业,2019/5/6,138456.8181,14935.7247
商业,2019/5/7,126512.2509,14871.5124
商业,2019/5/8,136547.3247,15169.6452
商业,2019/5/9,143360.2917,15031.1586
商业,2019/5/10,147381.6258,15079.0704
商业,2019/5/11,156550.0809,16980.4971
商业,2019/5/12,151319.6733,17802.3813
商业,2019/5/13,167649.8331,17955.6765
商业,2019/5/14,167794.6302,19181.4528
商业,2019/5/15,111121.1556,19596.1068
商业,2019/5/16,146644.0359,20154.4131
商业,2019/5/17,113518.3836,21843.7515
商业,2019/5/18,109756.6476,22857.5958
商业,2019/5/19,176467.329,24033.4539
商业,2019/5/20,111161.2371,23158.2477
商业,2019/5/21,138708.8952,20722.8402
商业,2019/5/22,142193.235,19777.6911
商业,2019/5/23,177281.0664,19547.6904
商业,2019/5/24,159080.2221,18324.6558
商业,2019/5/25,164665.1436,19510.866
商业,2019/5/26,169631.6043,20049.5739
商业,2019/5/27,117192.0888,19349.9604
商业,2019/5/28,151404.4158,19944.8796
商业,2019/5/29,166124.8605,18553.6626
商业,2019/5/30,171880.9542,17858.0091
商业,2019/5/31,159580.7148,18009.0867
商业,2019/6/1,119677.2609,18195.9183
商业,2019/6/2,161184.438,18890.1171
商业,2019/6/3,109320.4458,19102.6524
商业,2019/6/4,185290.0419,19203.9279
商业,2019/6/5,188134.8753,19824.5103
商业,2019/6/6,196901.2986,20170.9191
商业,2019/6/7,153204.6207,21294.9871
商业,2019/6/8,185017.5696,1088.844
商业,2019/6/9,155375.8197,1365.168
商业,2019/6/10,174109.7712,158.16
商业,2019/6/11,191734.1022,291.5448
商业,2019/6/12,116096.8041,19493.3325
商业,2019/6/13,103885.5021,20055.3063
商业,2019/6/14,37249.5201,6398.4654
商业,2019/6/15,2113.44,237.3
商业,2019/6/16,59653.1094,230.82
商业,2019/6/17,101630.1357,12438.2598
商业,2019/6/18,106441.0137,17475.2196
商业,2019/6/19,102704.8752,20683.3737
商业,2019/6/20,111533.688,21968.1159
商业,2019/6/21,116015.2626,22338.5511
商业,2019/6/22,112319.934,23174.4228
商业,2019/6/23,99398.9916,24642.3057
商业,2019/6/24,100850.0685,21774.3504
商业,2019/6/25,101072.2077,19781.4627
商业,2019/6/26,97201.9776,20479.9236
商业,2019/6/27,112316.7342,21463.4259
商业,2019/6/28,212684.9424,22843.4952
商业,2019/6/29,207363.72,24935.8431
商业,2019/6/30,140023.6479,25590.5616
商业,2019/7/1,218628.3732,24245.0145
商业,2019/7/2,147545.9898,24899.8974
商业,2019/7/3,195205.0446,23336.7957
商业,2019/7/4,208990.1583,22137.4443
商业,2019/7/5,207232.6596,23611.1835
商业,2019/7/6,198149.2452,1171.83
商业,2019/7/7,194503.6266,25375.2117
商业,2019/7/8,216178.5564,24756.6804
商业,2019/7/9,128279.9631,26120.5923
商业,2019/7/10,198958.7013,23759.7069
商业,2019/7/11,204189.5184,22100.9622
商业,2019/7/12,179791.3659,19394.0367
商业,2019/7/13,113051.6664,23751.9462
商业,2019/7/14,191152.0938,24736.5456
商业,2019/7/15,212575.332,23567.1402
商业,2019/7/16,215616.4878,24431.3202
商业,2019/7/17,222572.8377,25108.0692
商业,2019/7/18,217870.4877,26756.0823
商业,2019/7/19,217911.4755,11844.6033
商业,2019/7/20,209173.2141,1560.492
商业,2019/7/21,183716.1918,386.748
商业,2019/7/22,201778.8225,4491.918
商业,2019/7/23,206513.5194,22377.9948
商业,2019/7/24,201119.6388,22992.7476
商业,2019/7/25,210141.2271,20062.4259
商业,2019/7/26,178119.0888,24063.393
商业,2019/7/27,214472.4825,24604.6299
商业,2019/7/28,186956.6607,24001.5438
商业,2019/7/29,209153.6136,1283.526
商业,2019/7/30,203237.58,22712.8422
商业,2019/7/31,210207.3513,23322.8544
商业,2019/8/1,196333.1676,21653.8047
商业,2019/8/2,184813.2381,20837.8782
商业,2019/8/3,187186.5786,20217.5658
商业,2019/8/4,191000.5329,21430.5222
商业,2019/8/5,191295.1512,21934.8585
商业,2019/8/6,210690.5259,24188.3835
商业,2019/8/7,221374.0542,23482.1487
商业,2019/8/8,213207.1632,23864.313
商业,2019/8/9,143689.4832,25708.7907
商业,2019/8/10,131453.22,27288.7617
商业,2019/8/11,201974.8467,27294.6771
商业,2019/8/12,221941.2129,25745.4624
商业,2019/8/13,224047.0911,27211.6902
商业,2019/8/14,234647.736,25907.8752
商业,2019/8/15,221690.6274,25542.4047
商业,2019/8/16,194516.2524,24526.2459
商业,2019/8/17,202880.6937,24876.8883
商业,2019/8/18,198880.2981,24327.9054
商业,2019/8/19,126838.8663,22347.255
商业,2019/8/20,220506.9624,23398.1172
商业,2019/8/21,215021.9871,23627.8614
商业,2019/8/22,213696.6828,23283.1944
商业,2019/8/23,208850.412,24286.6626
商业,2019/8/24,211308.42,22838.124
商业,2019/8/25,184546.6926,25754.3379
商业,2019/8/26,206901.4497,21769.2837
商业,2019/8/27,133758.2862,22190.4348
商业,2019/8/28,146451.2451,23228.1819
商业,2019/8/29,207835.968,24752.2473
商业,2019/8/30,198886.4085,23399.0775
商业,2019/8/31,204170.0166,23135.5935
商业,2019/9/1,185495.9445,22186.3419
商业,2019/9/2,194435.6673,20770.8312
商业,2019/9/3,203736.375,19969.1076
商业,2019/9/4,148219.8414,20779.8087
商业,2019/9/5,105483.8646,20896.7664
商业,2019/9/6,218542.8264,21757.7595
商业,2019/9/7,216696.4725,23238.4167
商业,2019/9/8,193061.9706,25216.4466
商业,2019/9/9,219661.2768,23778.5127
商业,2019/9/10,167341.4793,24664.5663
商业,2019/9/11,228862.8528,24642.2514
商业,2019/9/12,222600.0045,23456.5749
商业,2019/9/13,190137.5694,24525.7173
商业,2019/9/14,202920.051,23443.5024
商业,2019/9/15,204165.1716,22623.9048
商业,2019/9/16,195923.6796,22802.1663
商业,2019/9/17,105820.3332,22732.1082
商业,2019/9/18,194754.3678,21016.5855
商业,2019/9/19,206661.1914,22307.7255
商业,2019/9/20,209882.6661,21297.4077
商业,2019/9/21,196645.5198,20395.0776
商业,2019/9/22,180302.3169,19846.3728
商业,2019/9/23,194035.2387,18642.8703
商业,2019/9/24,201493.5309,19116.9285
商业,2019/9/25,197957.922,19672.8624
商业,2019/9/26,137943.3801,19951.3089
商业,2019/9/27,203412.081,20252.0805
商业,2019/9/28,201806.016,19366.1721
商业,2019/9/29,148627.5117,20075.8413
商业,2019/9/30,96959.1336,20064.1308
商业,2019/10/1,166700.3223,20714.6943
商业,2019/10/2,193933.7466,21507.1167
商业,2019/10/3,192026.5227,21763.0068
商业,2019/10/4,201226.1475,21688.0233
商业,2019/10/5,137309.5884,22280.7012
商业,2019/10/6,136419.3552,22187.5314
商业,2019/10/7,193828.7601,20505.0858
商业,2019/10/8,204959.3712,20027.2395
商业,2019/10/9,210697.6161,19835.784
商业,2019/10/10,192039.9429,20132.5179
商业,2019/10/11,209020.6644,19092.0165
商业,2019/10/12,212524.3536,21692.5305
商业,2019/10/13,183299.3544,20190.588
商业,2019/10/14,96388.2387,20536.4574
商业,2019/10/15,89926.8675,19708.8615
商业,2019/10/16,140068.2522,19126.8219
商业,2019/10/17,191839.0506,18416.8839
商业,2019/10/18,197533.2387,18452.7762
商业,2019/10/19,138041.1372,17839.992
商业,2019/10/20,158642.5653,19052.3214
商业,2019/10/21,193980.7785,18384.6438
商业,2019/10/22,199984.4343,17929.3686
商业,2019/10/23,191311.7697,18133.3107
商业,2019/10/24,193335.5475,18054.798
商业,2019/10/25,82139.9274,17388.3975
商业,2019/10/26,183687.6759,18454.0188
商业,2019/10/27,178539.1194,17011.3473
商业,2019/10/28,187204.1082,14915.5047
商业,2019/10/29,178093.9161,15190.8963
商业,2019/10/30,173398.0104,15166.6857
商业,2019/10/31,177330.6423,15295.3557
商业,2019/11/1,176692.8519,15487.0401
商业,2019/11/2,189342.9966,16998.6282
商业,2019/11/3,181129.5261,17740.3746
商业,2019/11/4,70070.6298,16383.5901
商业,2019/11/5,65930.1504,16224.279
商业,2019/11/6,65585.4732,15869.0097
